name,Berkshire Hathaway,ByteDance,OpenAI,Alibaba,Waymo,Databricks,Scale AI,Anthropic,Cerebras,Nscale,Mistral AI,Wayve,Physical Intelligence,UiPath,Celonis,YouTube,Cohere,MiniMax,Groq,ContentSquare,World Labs,Harvey,Perplexity,Multiverse Computing,AMI - Advanced Machine Intelligence,Babylon,Applied Intuition,5C,1X Technologies,AMD,Glean,PolyAI,ManoMano,Acronis,Einride,2CRSI,Y combinator,Parloa,BenevolentAI,Synthesia,Perplexity AI,01.AI,Aleph Alpha,Sidetrade,Shift Technology,Hailo Technologies,Black Forest Labs,RobCo GmbH,PhotoRoom,Exotec,DeepL,Oracle,Procore,Hugging Face,Sakana AI,Gousto,Text,Fal,Palantir,Owkin,Indium,Lightspeed,ARM Holdings,Adobe,H Company,Apollo,BuildOps,Clay,DentalMonitoring,Black Forest AI GmbH,Aqemia,Qualcomm,Appen,Qualified,Xelix,SiPearl,Cognism,Prophesee,Comand AI,Cambricon Technologies,Tessl,Nabla,PlanRadar,Ant Group
Babylon,0.93967676,0.9098253,0.9355884,1.018147,0.9166237,0.94553727,0.88830215,0.85909975,1.0196855,0.87071526,0.9441973,0.77748495,0.9685816,0.7520243,1.0058832,0.8767393,0.8796629,0.8499112,0.910188,0.94601,0.97059613,0.91114175,1.0116298,1.1005862,0.96426654,0.0,1.0675199,0.87720364,0.8765213,0.88545346,0.8313365,0.9172697,1.0089933,0.8887715,0.9957634,0.873214,0.85827696,0.9910157,0.8076855,0.87504214,1.0374563,0.8857725,0.95464444,1.0461984,1.0267172,0.83020824,0.9775598,0.9760347,0.96260643,1.0048242,0.8531914,0.87218755,0.91066414,0.8690198,0.8510512,0.8548541,1.0220064,0.95970106,0.90845364,0.9409594,1.1217256,0.9300463,0.9018068,0.9141327,0.8051794,0.97359985,0.9312514,0.89657784,1.0435774,0.98308104,1.06217,1.1135072,0.96637636,0.95311904,1.1150403,1.1148679,0.95980984,0.9706552,0.90386415,1.0282185,1.1068304,1.1006495,0.8719703,0.9562381
Applied Intuition,0.9514549,0.79476696,0.56670326,0.78856623,0.54906386,0.75857425,0.55422807,0.6642356,0.7611171,0.78596604,0.657866,0.5983417,0.5971457,0.6335431,0.80116975,0.9319766,0.7068925,0.64660335,0.5859978,0.7144672,0.61553156,0.63201874,0.4978804,0.8311562,0.76681554,1.0675199,0.0,0.7442754,0.61749303,0.7957146,0.99709713,0.68763447,0.5819042,0.8131659,0.6695914,0.8260256,0.8444892,0.74249804,0.6588094,0.6402892,0.4899794,0.5728756,0.7272321,0.62309885,0.5437193,0.6597761,0.7527603,0.5291705,0.7102426,0.51165617,0.8568057,0.74803674,0.77801585,0.6064985,0.6471609,0.8884702,1.0805398,0.8218628,0.7843032,0.65581715,0.6481644,0.5842235,0.65719426,0.73137164,0.6993847,0.57726574,0.7123846,0.6094133,0.73899007,0.59851575,0.7520548,0.88320494,0.5877309,0.79885733,0.82062906,0.8152343,0.7499653,0.7494986,0.5855361,0.77327144,0.8177875,0.81632006,0.7226949,0.7304647
5C,0.7943311,0.7300507,0.5508956,0.61225057,0.78177416,0.4843709,0.38902736,0.46484554,0.5527587,0.51113373,0.56143194,0.6223653,0.536458,0.487643,0.62573147,0.8109094,0.5511212,0.5622484,0.5151326,0.77727294,0.5742134,0.7401632,0.6926163,0.7107903,0.5389978,0.87720364,0.7442754,0.0,0.5785352,0.61419153,0.9595445,0.50619483,0.61563516,0.7527089,0.73456126,0.6453651,0.512885,0.6984267,0.6702034,0.5811397,0.69622326,0.54123205,0.67420566,0.68687415,0.6415602,0.5205159,0.538443,0.5929551,0.6093136,0.7105113,0.67875063,0.5742646,0.5954356,0.37545526,0.51525563,0.8423989,0.9344518,0.83763397,0.59496176,0.68566597,0.7221088,0.56414354,0.50518626,0.6757229,0.5297742,0.6259313,0.5917095,0.5827193,0.9145031,0.56913596,0.79203564,0.7155782,0.46642977,0.6990226,0.581108,0.5803062,0.6657623,0.70905054,0.50705576,0.729283,0.5714446,0.56585455,0.60586196,0.6743103
1X Technologies,0.77879643,0.65946436,0.57758737,0.7690457,0.69977003,0.65500605,0.58258367,0.5857512,0.5820061,0.6181547,0.5795312,0.65032756,0.5097251,0.55077255,0.6470001,0.8779958,0.66514444,0.47362465,0.5742713,0.7354119,0.6444529,0.6637527,0.6186718,0.621887,0.6002818,0.8765213,0.61749303,0.5785352,0.0,0.6369168,0.9205241,0.55624264,0.6463786,0.7269778,0.7052168,0.56494856,0.76698315,0.66937256,0.51561767,0.49937844,0.6864959,0.48239726,0.7712141,0.7147784,0.66347027,0.38016796,0.6488614,0.43882048,0.64212054,0.5411942,0.7629711,0.71689075,0.7488588,0.64699376,0.5615968,0.83551925,0.98917514,0.87025505,0.7021193,0.6996371,0.7318475,0.60988724,0.6287943,0.6704321,0.47686964,0.63567877,0.5644548,0.65960956,0.7829991,0.6631264,0.64326954,0.80080473,0.57074684,0.7761335,0.83453155,0.82315224,0.71981555,0.68286353,0.48321462,0.75361556,0.81246996,0.834406,0.6559856,0.77846533
AMD,0.6587528,0.63484085,0.6190325,0.760039,0.8191681,0.737817,0.48754638,0.5456306,0.46559906,0.6070558,0.6113283,0.6160437,0.5495255,0.52343476,0.61048347,0.99869806,0.7228199,0.6969408,0.5860752,0.97905356,0.68072176,0.6824539,0.7340503,0.61229193,0.5087774,0.88545346,0.7957146,0.61419153,0.6369168,0.0,0.9144182,0.8240908,0.6796838,0.7821953,0.6857202,0.7574641,0.5805111,1.0176451,0.67359525,0.6854447,0.78265333,0.5613908,0.7622026,0.79888135,0.7495072,0.5679394,0.58613855,0.71463895,0.7216755,0.76278985,0.822515,0.5486574,0.8270009,0.4679219,0.57136023,0.9658672,0.9575011,0.77997875,0.5719762,0.74494463,0.8105311,0.70780444,0.4612972,0.7734381,0.65799534,0.70604444,0.69073784,0.83873063,0.87799627,0.6548301,0.6641594,0.7889632,0.51752603,0.91731536,0.7024814,0.7043282,0.78295547,0.6325587,0.57999694,0.5582149,0.70430565,0.70194507,0.81953895,0.67727375
Glean,0.9483835,0.7886395,0.9702629,1.0658835,1.0357097,0.98252004,1.0019716,0.98031175,0.9922185,0.9146943,0.9881271,0.9828407,0.921624,0.91800195,1.0153418,0.8359193,0.9341601,0.916471,0.830307,1.0587537,0.95449007,0.87341315,1.0407301,0.8643995,0.97783077,0.8313365,0.99709713,0.9595445,0.9205241,0.9144182,0.0,1.0809915,1.0933356,1.0277194,0.97282636,1.0623487,0.795408,0.97439736,0.9314728,0.99912876,1.0978274,0.96174085,0.9648127,1.0688169,1.1113687,0.8857521,0.88886774,0.90701085,1.0584731,1.0247717,0.9502522,1.0269992,0.936228,1.015279,0.914231,0.78503436,1.0680753,1.0463052,0.8383778,0.9626937,1.0227715,1.1280301,0.96162903,0.9641461,0.95512277,1.0639635,1.0040429,1.0792615,1.1074224,0.9109451,0.9878684,1.0184181,1.0860631,0.96334934,1.0338038,1.0495222,0.92799115,0.9697309,1.0861269,1.0298822,1.0562893,1.02194,0.9543756,0.9961303
PolyAI,0.89993614,0.8120496,0.49855423,0.7843802,0.70345443,0.73247874,0.54032826,0.6258996,0.63026476,0.6827202,0.5828624,0.64197874,0.5337244,0.60935354,0.6288696,0.8645757,0.6623884,0.5919032,0.6546543,0.71443677,0.6649635,0.7014649,0.580984,0.7569211,0.72663677,0.9172697,0.68763447,0.50619483,0.55624264,0.8240908,1.0809915,0.0,0.60231495,0.80291605,0.8593662,0.64865565,0.8083551,0.47220832,0.5622846,0.4904678,0.5783831,0.5059092,0.7126764,0.687276,0.6483385,0.5865955,0.71894866,0.5430924,0.6939883,0.6450782,0.78307337,0.77147996,0.7355307,0.595797,0.6362976,0.91132516,0.85451055,0.80254036,0.7462801,0.76444376,0.7621059,0.577916,0.7320974,0.64651847,0.6150881,0.6424131,0.6513827,0.58379006,0.80857193,0.72258186,0.80723226,0.903482,0.49310088,0.5996194,0.75170314,0.75072366,0.7923507,0.76044774,0.6030664,0.8041999,0.73827195,0.73368037,0.69957125,0.8314413
ManoMano,0.80760413,0.79798007,0.55426407,0.74447954,0.59567267,0.7170477,0.25684053,0.5311634,0.58286405,0.56885934,0.5844294,0.5447577,0.5364688,0.57630044,0.6229788,0.9710289,0.6731478,0.5838264,0.5816685,0.69073826,0.41496545,0.7045057,0.570784,0.76876,0.48982704,1.0089933,0.5819042,0.61563516,0.6463786,0.6796838,1.0933356,0.60231495,0.0,0.75650185,0.66635853,0.6514018,0.6398812,0.75173247,0.6666129,0.58442247,0.54066205,0.5942755,0.48985225,0.6357651,0.5602354,0.6170227,0.61788356,0.48662043,0.49127805,0.58063394,0.8077191,0.7329415,0.64395404,0.39156812,0.6203511,0.8713007,0.8587328,0.8207097,0.68961936,0.50309956,0.54607856,0.5196558,0.63269377,0.6274689,0.536203,0.50660837,0.6108985,0.6044546,0.5873736,0.6091149,0.6164331,0.90732884,0.4980712,0.6354337,0.6807877,0.67051095,0.65846264,0.4795828,0.49067461,0.7012228,0.66584826,0.6716454,0.67064947,0.6894728
Acronis,0.9195047,0.8399883,0.7840769,0.8794564,0.70356417,0.8678851,0.7146251,0.75298935,0.6829269,0.7662496,0.8069011,0.71683526,0.809764,0.5526167,0.5946939,1.0024724,0.8425044,0.81690305,0.6848893,0.830731,0.8376792,0.8718298,0.72966564,0.8309059,0.71211535,0.8887715,0.8131659,0.7527089,0.7269778,0.7821953,1.0277194,0.80291605,0.75650185,0.0,0.8643909,0.5796021,0.8633806,0.90192515,0.67084587,0.67051315,0.8377505,0.882522,0.823599,0.75934255,0.71095884,0.7701596,0.7594586,0.7905675,0.7233263,0.661151,0.8654014,0.8840691,0.6497834,0.6911814,0.7090404,0.88176376,1.0279458,0.6628046,0.7922935,0.76002383,0.7550336,0.8226338,0.7217057,0.766752,0.82003427,0.8151343,0.69778794,0.76155883,0.85787255,0.78504586,0.7496828,0.925452,0.6951986,0.8903421,0.8385027,0.83331513,0.7756252,0.7468122,0.6865214,0.6854396,0.8440523,0.8330214,0.70314527,0.80990577
Einride,0.75796604,0.7603085,0.71823055,0.78335,0.65516543,0.75146973,0.58126473,0.65703046,0.72232914,0.89099187,0.7103341,0.5665242,0.74960136,0.629704,0.7427104,1.0331091,0.717003,0.73005724,0.762061,0.88517904,0.7614631,0.75397515,0.8426465,0.82047474,0.69996595,0.9957634,0.6695914,0.73456126,0.7052168,0.6857202,0.97282636,0.8593662,0.66635853,0.8643909,0.0,0.8444495,0.71180475,0.94241,0.7393011,0.7842286,0.86158943,0.644824,0.59874254,0.7722722,0.73296964,0.6400714,0.75744396,0.71116066,0.79758924,0.7436509,0.8362383,0.78334844,0.837065,0.6377431,0.77122056,0.86814916,1.0088993,0.88445604,0.7744192,0.7046399,0.7441962,0.67181003,0.6640087,0.811568,0.73333704,0.8255384,0.85698634,0.9109061,1.0207126,0.7639524,0.7566705,0.9683992,0.71179414,0.9630446,0.73997796,0.73545194,0.8537757,0.6937019,0.6862179,0.8436557,0.73823047,0.7353272,0.81930697,0.7500329
2CRSI,0.89101577,0.6813388,0.72337985,0.7776215,0.7576172,0.6482154,0.61564714,0.65127707,0.58567715,0.5884688,0.6756111,0.6725846,0.59428895,0.62993205,0.6120725,0.8937336,0.61208785,0.7833923,0.5794529,0.6051915,0.7200715,0.900691,0.7561769,0.7599574,0.56974554,0.873214,0.8260256,0.6453651,0.56494856,0.7574641,1.0623487,0.64865565,0.6514018,0.5796021,0.8444495,0.0,0.77392644,0.83057463,0.5818166,0.59974575,0.7944294,0.67769635,0.75982547,0.6217493,0.6901214,0.6816327,0.69574887,0.72387606,0.6609095,0.6346716,0.74430865,0.7146778,0.64063954,0.6318612,0.708315,0.7440345,0.9617293,0.7742858,0.76086175,0.6970832,0.74607325,0.7086084,0.65015423,0.6863675,0.5977419,0.54918844,0.64703894,0.614233,0.858877,0.74415976,0.6840792,0.8686984,0.656502,0.76776093,0.8122205,0.8007693,0.5643182,0.679742,0.64758193,0.6540992,0.7958115,0.81048006,0.6385877,0.81246555
Y combinator,0.6186106,0.7339893,0.5472958,0.90563846,0.8753332,0.6416622,0.5288869,0.44571453,0.6784587,0.6092864,0.6668242,0.69915694,0.57355285,0.5525671,0.67203987,0.8828956,0.73199344,0.7988155,0.619287,0.8308167,0.5965263,0.8166052,0.8594363,0.59404504,0.52340686,0.85827696,0.8444892,0.512885,0.76698315,0.5805111,0.795408,0.8083551,0.6398812,0.8633806,0.71180475,0.77392644,0.0,0.82685256,0.6904335,0.68451226,0.8773903,0.7387142,0.64812803,0.8468265,0.8207948,0.7320119,0.5911851,0.74952996,0.71565104,0.85287696,0.7881777,0.6114339,0.6123899,0.49566984,0.68571365,0.90196925,1.0609981,0.87313104,0.41492945,0.6423402,0.8260126,0.80377364,0.65792394,0.81505716,0.66921747,0.80451906,0.71528214,0.73754114,0.91604155,0.5933435,0.66357744,0.8966899,0.6582527,0.70057786,0.6608201,0.66491175,0.725755,0.6311704,0.7240349,0.84967136,0.66211426,0.6535763,0.675519,0.7116259
Parloa,0.99059963,0.84185404,0.55021274,0.81965756,0.8154329,0.74673676,0.7025115,0.7300451,0.75921386,0.8338423,0.6977117,0.75698805,0.7804966,0.7908962,0.6292355,0.8761103,0.71233916,0.6819789,0.59264565,0.7412449,0.73185724,0.7958262,0.71402544,0.83458006,0.7781795,0.9910157,0.74249804,0.6984267,0.66937256,1.0176451,0.97439736,0.47220832,0.75173247,0.90192515,0.94241,0.83057463,0.82685256,0.0,0.8203891,0.6210237,0.65120614,0.7216971,0.73033476,0.7193878,0.7631355,0.6536976,0.79747444,0.68641865,0.7485812,0.6300107,0.75776243,0.8259784,0.71907544,0.7188808,0.7262289,0.82115555,0.8018168,0.8353545,0.71102756,0.81185955,0.77673936,0.75586283,0.87239397,0.7882229,0.6399615,0.73668474,0.6740875,0.6719688,0.7943623,0.7272227,0.8038215,0.90222853,0.7297237,0.6050346,0.939236,0.94722277,0.78637475,0.8503039,0.7828221,0.93254244,0.9455481,0.9425214,0.72632253,0.86732
BenevolentAI,0.8534426,0.68006146,0.55857044,0.77476144,0.72077596,0.7225106,0.56533134,0.57908463,0.61622006,0.7011678,0.5396037,0.58168614,0.53126717,0.49287277,0.6193768,0.84125334,0.684777,0.581273,0.50087297,0.70726585,0.7058836,0.63178235,0.5938703,0.6777315,0.63401574,0.8076855,0.6588094,0.6702034,0.51561767,0.67359525,0.9314728,0.5622846,0.6666129,0.67084587,0.7393011,0.5818166,0.6904335,0.8203891,0.0,0.531326,0.6809182,0.44648188,0.6583427,0.6755969,0.7169232,0.52462333,0.6246864,0.661049,0.6960081,0.72396946,0.7830893,0.62997866,0.76071244,0.6007833,0.4831323,0.73728096,1.0559858,0.8493457,0.5463664,0.5517565,0.8288405,0.6429342,0.68992954,0.77256507,0.53524804,0.6403725,0.71069306,0.7420573,0.85920525,0.620752,0.5650906,0.9321421,0.6024909,0.8198238,0.7352606,0.73514724,0.7754022,0.66077405,0.5211128,0.7848588,0.7329676,0.7353777,0.77066624,0.7118658
Synthesia,0.85565186,0.65792423,0.46008772,0.69738173,0.74404514,0.6868123,0.5115813,0.5384952,0.57530797,0.6751373,0.36678416,0.6119231,0.52348864,0.52094126,0.640675,0.66432816,0.561028,0.4730956,0.52044463,0.67450774,0.60348964,0.7568774,0.49421,0.692119,0.64951754,0.87504214,0.6402892,0.5811397,0.49937844,0.6854447,0.99912876,0.4904678,0.58442247,0.67051315,0.7842286,0.59974575,0.68451226,0.6210237,0.531326,0.0,0.57893693,0.3884017,0.6268432,0.67754364,0.55153286,0.43861592,0.5705303,0.48828256,0.49751413,0.5632746,0.6586569,0.70777035,0.68767947,0.56482327,0.47113436,0.8331727,0.8830103,0.8705009,0.70181894,0.6366191,0.68533313,0.5358448,0.5736955,0.59133893,0.50629765,0.60124147,0.596419,0.61410433,0.7497004,0.5980784,0.59285396,0.8257615,0.47961128,0.7690778,0.77008533,0.7628332,0.7055092,0.5612901,0.45017803,0.59555995,0.7572036,0.7637024,0.73043835,0.70913947
Perplexity AI,1.0401776,0.9182023,0.5229231,0.7699909,0.72725165,0.7833569,0.5037743,0.64597094,0.711705,0.7836479,0.59310496,0.6878326,0.6066843,0.6214824,0.7771959,0.8609559,0.63345885,0.6671215,0.58854645,0.6359625,0.58971167,0.7166963,0.16308731,0.8204208,0.71790934,1.0374563,0.4899794,0.69622326,0.6864959,0.78265333,1.0978274,0.5783831,0.54066205,0.8377505,0.86158943,0.7944294,0.8773903,0.65120614,0.6809182,0.57893693,0.0,0.5592295,0.68800807,0.6306077,0.52073467,0.7255732,0.68620086,0.67556953,0.72906464,0.7100459,0.73792756,0.81415606,0.8300823,0.6029942,0.6067419,0.9261843,0.8218267,0.9055382,0.8244144,0.62031674,0.63322264,0.51402736,0.8114777,0.76299,0.7170527,0.54724544,0.8512093,0.62851214,0.6397185,0.6184321,0.64672875,0.9855551,0.54727936,0.7355451,0.7334864,0.7188769,0.8928544,0.70188093,0.46462864,0.77698636,0.71946853,0.72283006,0.87039936,0.74554205
01.AI,0.78910726,0.58213377,0.42510164,0.5618341,0.73253125,0.61350787,0.43717712,0.4026783,0.58761966,0.66851425,0.32776636,0.56365925,0.43598622,0.44042212,0.686826,0.7968545,0.55599964,0.3881662,0.5293783,0.80486405,0.55811703,0.6676178,0.53264683,0.62431383,0.508857,0.8857725,0.5728756,0.54123205,0.48239726,0.5613908,0.96174085,0.5059092,0.5942755,0.882522,0.644824,0.67769635,0.7387142,0.7216971,0.44648188,0.3884017,0.5592295,0.0,0.5324774,0.6353911,0.563867,0.3627894,0.5591669,0.59432524,0.65454227,0.6693765,0.6736747,0.58567095,0.77200294,0.46238637,0.3227641,0.89321804,0.9167034,0.89613944,0.63719916,0.649243,0.7328882,0.4724543,0.5030237,0.71991205,0.44892937,0.50847,0.71980923,0.63973576,0.8242892,0.5514126,0.61383057,0.89347005,0.39690542,0.84810823,0.5424585,0.53048015,0.733704,0.6712289,0.4379093,0.68849874,0.5287044,0.5437354,0.7744622,0.58446324
Aleph Alpha,0.8015621,0.8295047,0.6150974,0.8061298,0.6229297,0.81375897,0.5240507,0.55580044,0.709519,0.6532726,0.57661074,0.56194574,0.70965886,0.64507705,0.68086296,0.8345095,0.6193862,0.5536183,0.5688412,0.878548,0.46308434,0.6565278,0.6966579,0.6880977,0.58282375,0.95464444,0.7272321,0.67420566,0.7712141,0.7622026,0.9648127,0.7126764,0.48985225,0.823599,0.59874254,0.75982547,0.64812803,0.73033476,0.6583427,0.6268432,0.68800807,0.5324774,0.0,0.6650874,0.72924644,0.5724205,0.6070898,0.77261424,0.8558161,0.73128784,0.6432044,0.7246291,0.8022018,0.43241978,0.7069982,0.7886374,0.8064395,0.83127666,0.67839855,0.5847659,0.64004993,0.60360104,0.72468054,0.8029271,0.5958225,0.65631574,0.8004956,0.7774468,0.8557907,0.54781187,0.61874926,0.92300063,0.61057377,0.76089334,0.5854268,0.5905592,0.77505475,0.76556647,0.6058198,0.88130367,0.6032243,0.5874423,0.7930982,0.7329762
Sidetrade,0.8176122,0.7631987,0.66479504,0.69609666,0.6384835,0.6720022,0.5428095,0.6891712,0.7616352,0.7428597,0.720335,0.51835406,0.7347088,0.63455325,0.7435421,0.876948,0.7283477,0.67100734,0.5901922,0.6897887,0.6923802,0.78959984,0.6658677,0.8308918,0.734572,1.0461984,0.62309885,0.68687415,0.7147784,0.79888135,1.0688169,0.687276,0.6357651,0.75934255,0.7722722,0.6217493,0.8468265,0.7193878,0.6755969,0.67754364,0.6306077,0.6353911,0.6650874,0.0,0.35266924,0.6727383,0.6771877,0.70227045,0.73283696,0.62109506,0.72169316,0.78895664,0.71015525,0.5263332,0.6987896,0.6798504,0.9358285,0.69951147,0.7864716,0.7526033,0.69102156,0.47461092,0.7034924,0.78583837,0.69808644,0.4474067,0.6631725,0.5449022,0.7544319,0.61685044,0.7562083,0.9047054,0.5924059,0.7391479,0.62582076,0.62935454,0.6209969,0.85136014,0.57036096,0.79195964,0.63091284,0.63939095,0.64659727,0.77358854
Shift Technology,0.9520625,0.88481843,0.6339693,0.7689919,0.6143545,0.7420105,0.44815296,0.67164767,0.7173488,0.7367983,0.6513562,0.5905485,0.57532537,0.62252736,0.7784759,0.889755,0.7846422,0.63256204,0.60869944,0.81640786,0.69005525,0.7405859,0.59823793,0.922607,0.7565723,1.0267172,0.5437193,0.6415602,0.66347027,0.7495072,1.1113687,0.6483385,0.5602354,0.71095884,0.73296964,0.6901214,0.8207948,0.7631355,0.7169232,0.55153286,0.52073467,0.563867,0.72924644,0.35266924,0.0,0.58282137,0.70577484,0.57156515,0.60390985,0.6561457,0.72704166,0.79768777,0.6805313,0.54576886,0.5984112,0.8793409,0.9631512,0.85449886,0.8636908,0.7174295,0.59188396,0.3989721,0.61319834,0.76437736,0.65930164,0.5237746,0.6942997,0.5229249,0.6295222,0.6559801,0.7416574,0.9202468,0.5500984,0.83982587,0.72492087,0.71346927,0.67756236,0.711789,0.50677997,0.74449784,0.70969415,0.71331424,0.6837868,0.81579804
Hailo Technologies,0.7292379,0.5816832,0.54150325,0.60001427,0.8182515,0.62679297,0.49196643,0.5325034,0.5555268,0.5747549,0.4352699,0.606686,0.49998564,0.507386,0.6127374,0.80492145,0.60686123,0.18367374,0.50315666,0.8634101,0.62822735,0.7253874,0.6748146,0.6377322,0.56224066,0.83020824,0.6597761,0.5205159,0.38016796,0.5679394,0.8857521,0.5865955,0.6170227,0.7701596,0.6400714,0.6816327,0.7320119,0.6536976,0.52462333,0.43861592,0.7255732,0.3627894,0.5724205,0.6727383,0.58282137,0.0,0.52995956,0.56175834,0.5755115,0.5794165,0.6860442,0.5870556,0.72766495,0.5045483,0.46367848,0.8319993,0.96448237,0.8156537,0.65408015,0.6682747,0.8335944,0.53534746,0.45904505,0.7325865,0.42183584,0.59485114,0.57774717,0.6798262,0.87737453,0.5288271,0.6562625,0.79668283,0.55412006,0.80056274,0.7464541,0.7473146,0.660475,0.64219457,0.44255662,0.68745667,0.75538945,0.7478056,0.7159109,0.70100987
Black Forest Labs,0.78418577,0.7489718,0.49019498,0.69443125,0.7847564,0.59187746,0.51748985,0.47312343,0.5300894,0.5500144,0.46100998,0.62135804,0.5134342,0.59012353,0.5425865,0.8285084,0.67470527,0.55386055,0.53132755,0.7986623,0.4644977,0.655517,0.6454491,0.59733886,0.41031128,0.9775598,0.7527603,0.538443,0.6488614,0.58613855,0.88886774,0.71894866,0.61788356,0.7594586,0.75744396,0.69574887,0.5911851,0.79747444,0.6246864,0.5705303,0.68620086,0.5591669,0.6070898,0.6771877,0.70577484,0.52995956,0.0,0.68824816,0.58710814,0.69078135,0.6643745,0.6405127,0.7679661,0.4765888,0.5328108,0.89291084,1.0224235,0.8295983,0.63165927,0.54085004,0.71128196,0.5476378,0.60635954,0.666032,0.66166866,0.6407949,0.71211517,0.7242848,0.81875,0.27684295,0.58462983,0.782927,0.6144904,0.84463567,0.6893889,0.69089156,0.68353605,0.49030232,0.567479,0.64837015,0.69982225,0.6871805,0.73153937,0.69897556
RobCo GmbH,0.848925,0.68379945,0.6206752,0.81859654,0.65857923,0.71085644,0.48658872,0.64435226,0.62026227,0.7260073,0.64677256,0.6480435,0.51893103,0.67336446,0.62730134,0.8730319,0.71583617,0.6315657,0.6595255,0.78778684,0.64334315,0.6612139,0.58883166,0.7672498,0.620358,0.9760347,0.5291705,0.5929551,0.43882048,0.71463895,0.90701085,0.5430924,0.48662043,0.7905675,0.71116066,0.72387606,0.74952996,0.68641865,0.661049,0.48828256,0.67556953,0.59432524,0.77261424,0.70227045,0.57156515,0.56175834,0.68824816,0.0,0.5737701,0.42075163,0.8004831,0.8397087,0.75825554,0.6693405,0.68638396,0.8889413,0.9351525,0.9079491,0.7554483,0.75134706,0.66499305,0.6150681,0.63148797,0.7192724,0.55411506,0.6384126,0.5411673,0.64715314,0.787789,0.62681973,0.76951194,0.8418931,0.6155195,0.73419976,0.86678845,0.8634446,0.6908519,0.6818956,0.6219735,0.69755185,0.84784615,0.8585643,0.6728732,0.77698034
PhotoRoom,0.9059944,0.70020086,0.58412445,0.6896435,0.79267716,0.5584223,0.4948203,0.5554328,0.66976464,0.6323987,0.6402494,0.6369867,0.48815924,0.71407855,0.6738715,0.73720837,0.68185174,0.6037514,0.6543032,0.6477662,0.55654114,0.75852954,0.6956429,0.7261889,0.60039157,0.96260643,0.7102426,0.6093136,0.64212054,0.7216755,1.0584731,0.6939883,0.49127805,0.7233263,0.79758924,0.6609095,0.71565104,0.7485812,0.6960081,0.49751413,0.72906464,0.65454227,0.8558161,0.73283696,0.60390985,0.5755115,0.58710814,0.5737701,0.0,0.6711445,0.8049227,0.6977465,0.71085215,0.5721966,0.6828129,0.87255543,0.86442864,0.87005746,0.7340876,0.6188551,0.5882292,0.5215911,0.5998386,0.4972427,0.6696595,0.5766685,0.61851573,0.6281445,0.76925576,0.67557144,0.7166933,0.8467166,0.6789798,0.7761147,0.90179574,0.8920982,0.60695827,0.38697886,0.65755665,0.59385407,0.87359893,0.8959479,0.65180457,0.8007072
Exotec,0.82269216,0.6874357,0.5387164,0.664415,0.6402159,0.69320214,0.5561142,0.6532248,0.61725223,0.7367245,0.6760271,0.597092,0.61463547,0.620867,0.5323792,0.8608455,0.72450733,0.65904135,0.57526517,0.673193,0.73514795,0.7952435,0.6706573,0.8363856,0.61220455,1.0048242,0.51165617,0.7105113,0.5411942,0.76278985,1.0247717,0.6450782,0.58063394,0.661151,0.7436509,0.6346716,0.85287696,0.6300107,0.72396946,0.5632746,0.7100459,0.6693765,0.73128784,0.62109506,0.6561457,0.5794165,0.69078135,0.42075163,0.6711445,0.0,0.79240507,0.7829633,0.78648883,0.61842954,0.7368328,0.74601376,0.96962315,0.7236062,0.7432846,0.7252155,0.66271603,0.59357905,0.6693469,0.70736545,0.5150572,0.6798438,0.5103053,0.5729452,0.84835,0.59496415,0.6568446,0.85439,0.61611176,0.7710286,0.8723465,0.8697712,0.78373885,0.80980384,0.66414607,0.71282876,0.87325615,0.87039346,0.72858256,0.68283427
DeepL,0.9828856,0.8396276,0.6182097,0.8702535,0.7724456,0.68444896,0.7240311,0.640522,0.82731324,0.72891986,0.5707821,0.62737846,0.7373859,0.813089,0.7902339,0.8381746,0.67554235,0.65315044,0.6611721,0.78537625,0.627041,0.73821723,0.68471175,0.8497904,0.7033458,0.8531914,0.8568057,0.67875063,0.7629711,0.822515,0.9502522,0.78307337,0.8077191,0.8654014,0.8362383,0.74430865,0.7881777,0.75776243,0.7830893,0.6586569,0.73792756,0.6736747,0.6432044,0.72169316,0.72704166,0.6860442,0.6643745,0.8004831,0.8049227,0.79240507,0.0,0.78457695,0.8075774,0.6773481,0.7518947,0.7749404,0.8629074,0.82848656,0.818684,0.7325059,0.7196795,0.68363327,0.82247996,0.9048385,0.70568943,0.7685537,0.7908434,0.7901796,0.85806406,0.710722,0.6881188,0.89053094,0.705405,0.8563131,0.8147794,0.80784637,0.763521,0.84526354,0.6181985,0.85567963,0.8170325,0.8159584,0.81402683,0.906633
